"Month","Longitude","Latitude","Location","Crime.type","Town","Population"
"2015-01","-5.925288","54.602256","Dunbar Street","VISO","BELFAST","335,665"
"2015-01","-6.780315","54.510131","Hawthorne Crescent","CDAR","MAGHERA","3,712"
"2015-02","-6.009789","54.569587","Horn Drive","ASBO","BELFAST","335,665"
"2015-01","-6.379770","54.151736","Ayallogue Road","VISO","NEWRY","27,234"
"2015-02","-5.853563","54.369444","Drumaness Road","ASBO","BALLYNAHINCH","5,567"
"2015-02","-6.051692","54.496701","Meadowvale","VISO","LISBURN","121,654"
"2015-02","-7.318383","54.978600","Corrody Road","ASBO","LONDONDERRY","87,269"
"2015-02","-6.773800","54.503417","William Street","VISO","DONAGHADEE","6,926"
"2015-02","-6.916277","54.598577","Edendoit Road","BURG","POMEROY","621"
"2015-01","-6.206745","54.715296","Donegore Drive","VISO","ANTRIM","21,896"
"2015-01","-7.295136","55.005802","Broomhill Court","BURG","LONDONDERRY","87,269"
"2015-02","-5.927653","54.600778","Waring Street","VISO","BELFAST","335,665"
"2015-02","-7.456319","54.822618","Springhill Park","ASBO","STRABANE","17,695"
"2015-01","-6.214776","54.621869","Mill Road","CDAR","PORTSTEWART","7,825"
"2015-02","-5.885091","54.400641","Hillfoot Crescent","ASBO","BALLYNAHINCH","5,567"
"2015-02","-7.307716","54.979501","Windridge Drive","BURG","LONDONDERRY","87,269"
"2015-01","-5.945429","54.599365","St. Peters Close","ASBO",NA,NA
"2015-01","-5.931338","54.624544","Fortwilliam Parade","ASBO","BELFAST","335,665"
"2015-02","-6.341752","54.176915","Monaghan Street","VISO","NEWRY","27,234"
"2015-01","-6.785039","54.513278","Foxborough","VISO","DUNGANNON","15,987"
"2015-02","-7.332019","54.997315","Westland Mews","ASBO","LONDONDERRY","87,269"
"2015-02","-5.671395","54.633848","Ardvanagh Road","VISO","NEWTOWNARDS","28,654"
"2015-01","-5.946138","54.567148","Bladon Drive","VECR","BELFAST","335,665"
"2015-01","-5.951498","54.682157","Carnmoney Road","ASBO","NEWTOWNABBEY","118,261"
"2015-01","-6.331473","54.189118","Cloverdale","OTTH","DROMORE","5,254"
"2015-02","-5.925466","54.613050","Clanmorris Street","VECR","BELFAST","335,665"
"2015-02","-5.926410","54.601179","Hill Street","ASBO","BELFAST","335,665"
"2015-02","-7.310228","54.988804","Fountain Hill","ASBO","LONDONDERRY","87,269"
"2015-01","-5.910228","54.567836","Knockbreda Drive","BURG","BELFAST","335,665"
"2015-01","-5.991117","54.588587","Monagh Crescent","ASBO","BELFAST","335,665"
"2015-01","-5.949564","54.597153","Balkan Street","ASBO","BELFAST","335,665"
"2015-01","-5.491557","54.540260","Greyabbey Road","PUBO","BALLYWALTER","2,123"
"2015-01","-6.659267","54.345023","Navan Manor","BURG","ARMAGH","175,621"
"2015-01","-6.141623","54.195494","Main Street","VISO","BALLYMONEY","11,365"
"2015-01","-5.925002","54.612440","Carnalea Place","VISO","BELFAST","335,665"
"2015-02","-6.084588","54.548144","Sheepwalk Road","ASBO","LISBURN","121,654"
"2015-02","-5.816988","54.713663","Windmill Park","ASBO","BALLYNAHINCH","5,567"
"2015-02","-5.906523","54.596973","Harper Street","VISO","BELFAST","335,665"
"2015-02","-6.050502","54.557015","Mount Eagles Crescent","ASBO","DUNMURRY",NA
"2015-01","-5.927533","54.599788","High Street","ASBO","HOLYWOOD","12,657"
"2015-02","-6.331790","54.456922","Colban Crescent","VISO","LURGAN","28,568"
"2015-02","-5.969620","54.589360","Rockmore Road","OTTH","OMAGH","21,325"
"2015-02","-5.694666","54.594326","East Street","CDAR","NEWTOWNARDS","28,654"
"2015-01","-5.923333","54.584414","Fitzwilliam Square","ASBO","BELFAST","335,665"
"2015-02","-6.695978","55.106048","Dunderg Road","VISO","COLERAINE","24,694"
"2015-02","-5.975089","54.732167","Logwood Road","BURG","BALLYCLARE","18,675"
"2015-01","-5.815490","54.852760","Agnew Street","ASBO","LARNE","33,620"
"2015-02","-5.917350","54.575237","Whitehall Gardens","VISO","BELFAST","335,665"
"2015-02","-5.933476","54.591848","Ventry Street","VISO","BELFAST","335,665"
"2015-02","-6.202648","54.724085","Bush Park","ASBO","ANTRIM","21,896"
"2015-01","-7.328458","55.030909","Knockalla Park","SHOP","LONDONDERRY","87,269"
"2015-02","-7.177883","55.028287","Cottage Park","VISO","",NA
"2015-01","-6.339564","54.180676","Erskine Street","DRUG","NEWRY","27,234"
"2015-01","-5.876587","54.600387","Ferguson Drive","BURG","BELFAST","335,665"
"2015-01","-5.932958","54.621912","Ashfield Gardens","BITH","BELFAST","335,665"
"2015-01","-6.084560","54.467235","Culcavy Road","ASBO","HILLSBOROUGH","3,487"
"2015-01","-5.923238","54.585967","Ormeau Road","SHOP","BELFAST","335,665"
"2015-01","-5.924849","54.597496","Seymour Street","OTTH","LISBURN","121,654"
"2015-02","-6.482497","54.222275","Ashtree Grove","VISO","WHITECROSS","363"
"2015-02","-5.931754","54.598036","Fountain Street","SHOP","STRABANE","17,695"
"2015-01","-5.934143","54.590584","Great Victoria Street","CDAR","BELFAST","335,665"
"2015-01","-6.005284","54.758760","Erskine Park","ASBO","BALLYCLARE","18,675"
"2015-02","-5.991341","54.635869","Crumlin Road","CDAR","BELFAST","335,665"
"2015-02","-7.650998","54.348070","Rossorry Church Road","VISO","ENNISKILLEN","13,826"
"2015-02","-5.891717","54.401773","Windmill Avenue","ASBO","ARMAGH","175,621"
"2015-02","-5.865654","54.600222","Clonallon Park","ASBO","BELFAST","335,665"
"2015-01","-6.005964","54.748726","Fernlea Gardens","ASBO","BALLYCLARE","18,675"
"2015-02","-7.352054","54.958331","Primity Park","CDAR","NEW BUILDINGS",NA
"2015-02","-6.186570","54.712184","Islandbawn Drive","CDAR","ANTRIM","21,896"
"2015-01","-5.908938","54.599971","Vulcan Court","CDAR","BELFAST","335,665"
"2015-01","-6.037355","54.514025","Seymour Street","ASBO","LISBURN","121,654"
"2015-01","-6.672838","54.840887","Largantogher Park","VISO","MAGHERA","3,712"
"2015-01","-6.904663","54.661717","Drum Road","VISO","COOKSTOWN","10,718"
"2015-01","-6.450206","54.421726","Jervis Street","ASBO","PORTADOWN","22,611"
"2015-01","-6.678732","55.132021","Captain Street Lower","ASBO","COLERAINE","24,694"
"2015-01","-6.278889","54.864986","George Street","ASBO","PORTADOWN","22,611"
"2015-02","-5.889551","54.212240","Main Street","ASBO","BALLYMONEY","11,365"
"2015-01","-6.359395","54.183132","Parkhead Crescent","ASBO","NEWRY","27,234"
"2015-01","-6.397765","54.445299","Carnreagh","VISO","HILLSBOROUGH","3,487"
"2015-02","-7.319330","55.006659","Baronet Street","ASBO","LONDONDERRY","87,269"
"2015-02","-5.709774","54.758587","Ransevyn Court","ASBO","WHITEHEAD","3,803"
"2015-02","-6.008675","54.757396","Rathmena Gardens","ASBO","BALLYCLARE","18,675"
"2015-02","-7.481445","54.801914","Knockroe Road","ASBO","STRABANE","17,695"
"2015-01","-5.842319","54.461991","Old Belfast Road","BURG","BANGOR","62,789"
"2015-01","-7.355168","55.014382","Barrs Lane","ASBO",NA,NA
"2015-02","-7.463449","54.826979","Castle Street","VISO","DONAGHADEE","6,926"
"2015-02","-5.965442","54.609228","Ballygomartin Road","ASBO","BELFAST","335,665"
"2015-02","-6.323067","54.192038","Carney Hall","ASBO","NEWRY","27,234"
"2015-01","-6.656545","54.350222","Edward Street","ASBO","LURGAN","28,568"
"2015-02","-7.335506","55.029277","Woodbrook","CDAR","LONDONDERRY","87,269"
"2015-01","-6.640914","54.973148","Killyvally Road","ROBY","GARVAGH","1,291"
"2015-02","-5.893711","54.587065","Castlereagh Road","OTCR","BELFAST","335,665"
"2015-01","-5.929735","54.589044","Vernon Court","ROBY","BELFAST","335,665"
"2015-01","-5.867892","54.627279","Heron Road","OTCR","BELFAST","335,665"
"2015-01","-5.917032","54.596930","Mays Meadow","ROBY","BELFAST","335,665"
"2015-02","-5.833643","54.591899","Abbey Gardens","ROBY","MILLISLE","2,359"
"2015-01","-5.807505","54.594860","Upper Newtownards Road","ASBO","BELFAST","335,665"
"2015-01","-5.710843","54.646856","Rathgael Road","VISO","BANGOR","62,789"
"2015-01","-6.381363","54.447237","Enniskeen","VISO","CRAIGAVON","17,213"
"2015-01","-6.027232","54.570556","Colinvale","ASBO","DUNMURRY",NA
"2015-02","-5.948278","54.613790","Oldpark Road","OTTH","BELFAST","335,665"
"2015-02","-6.268694","54.350832","Bridge Street","VISO","CUSHENDALL","1,410"
"2015-01","-7.363734","54.183212","Camphill Park","VISO","BALLYMENA","30,265"
"2015-01","-6.353172","54.453999","Old Portadown Road","ASBO","LURGAN","28,568"
"2015-02","-5.935396","54.589374","Donegall Road","ASBO","BELFAST","335,665"
"2015-01","-7.330795","55.005177","Park Avenue","CDAR","BANGOR","62,789"
"2015-02","-7.339389","54.997670","Malin Gardens","VISO","LONDONDERRY","87,269"
"2015-02","-5.875554","54.602984","Holywood Road","VECR","BELFAST","335,665"
"2015-01","-5.951492","54.256988","Burren Walk","CDAR","CASTLEWELLAN","2,421"
"2015-02","-7.332264","54.995736","Elmwood Terrace","VISO","LONDONDERRY","87,269"
"2015-01","-5.935169","54.588355","Lisburn Road","VISO","",NA
"2015-01","-5.924715","54.585229","The Cloisters","CDAR","DUNGANNON","15,987"
"2015-02","-5.941329","54.613753","Cliftonpark Avenue","VISO","BELFAST","335,665"
"2015-01","-6.185575","54.711549","Donore Crescent","ASBO","ANTRIM","21,896"
"2015-01","-5.931345","54.624715","Premier Drive","ASBO","BELFAST","335,665"
"2015-01","-5.928554","54.600102","Winecellar Entry","ASBO","BELFAST","335,665"
"2015-02","-5.927854","54.573683","Annadale Crescent","VISO","BELFAST","335,665"
"2015-02","-5.952772","54.606309","Brussels Street","VISO","BELFAST","335,665"
"2015-01","-5.792259","54.257132","Marian Park","ASBO","DOWNPATRICK","11,012"
"2015-01","-6.745148","54.646838","Burn Road","ASBO","COOKSTOWN","10,718"
"2015-01","-6.339564","54.180676","Erskine Street","ASBO","NEWRY","27,234"
"2015-01","-5.961546","54.603546","Ainsworth Avenue","ASBO","BELFAST","335,665"
"2015-01","-7.449785","54.829442","Ballee Grove","ASBO","STRABANE","17,695"
"2015-01","-5.716809","54.313504","Vianstown Heights","BURG","DOWNPATRICK","11,012"
"2015-01","-7.550678","54.710277","Drumnabey Park","CDAR","SPAMOUNT","356"
"2015-02","-5.894829","54.581280","The Village Green","OTTH","LONDONDERRY","87,269"
"2015-01","-5.944429","54.583885","Mount Prospect Park","VECR","BELFAST","335,665"
"2015-01","-6.230421","54.479666","Castlevue Gardens","ASBO","",NA
"2015-02","-7.336893","54.981326","Hazelwood Avenue","OTCR","DUNMURRY",NA
"2015-02","-7.319963","54.996961","Shipquay Street","VISO","LONDONDERRY","87,269"
"2015-02","-6.012351","54.572864","Lenadoon Avenue","CDAR","BELFAST","335,665"
"2015-01","-5.933691","54.577512","Ridgeway Street","ASBO","BELFAST","335,665"
"2015-02","-5.792702","54.591329","Dungoyne Park","ASBO","DUNDONALD","16,257"
"2015-02","-6.446062","54.429453","Woodside Green","ASBO","PORTADOWN","22,611"
"2015-01","-5.957446","54.604448","Battenberg Street","DRUG","BELFAST","335,665"
"2015-02","-5.967128","54.590936","Falls Road","BURG","BELFAST","335,665"
"2015-02","-7.637132","54.344103","Townhall Street","VISO","NEWTOWNSTEWART","1,524"
"2015-01","-6.259509","54.106766","Lassara Heights","PUBO","WARRENPOINT","7,651"
"2015-01","-6.699444","54.249708","Fairgreen Park","BURG","KEADY","3,103"
"2015-02","-5.925288","54.602256","Dunbar Street","VISO","BELFAST","335,665"
"2015-02","-5.847552","54.257494","Church View","OTTH","RANDALSTOWN","5,127"
"2015-02","-5.985809","54.605211","Heath Lodge Avenue","VISO","BELFAST","335,665"
"2015-01","-6.680440","54.830217","Mullagh Road","ASBO","MAGHERA","3,712"
"2015-02","-6.131070","54.227291","Cavan Road","VISO","CASTLEDERG","2,936"
"2015-02","-6.217260","54.723942","Parklands","ASBO","BALLYMENA","30,265"
"2015-01","-7.325340","54.991233","Abercorn Road","ASBO","LONDONDERRY","87,269"
"2015-02","-5.933600","54.594600","Amelia Street","VISO","BELFAST","335,665"
"2015-01","-6.943048","55.040343","Glenmill Park","VECR","LIMAVADY","12,128"
"2015-02","-5.928635","54.592727","Ormeau Avenue","THPR","BELFAST","335,665"
"2015-01","-6.362486","54.185528","Camlough Road","CDAR","BESSBROOK","2,817"
"2015-01","-5.979433","54.559272","Benmore Drive","ASBO","BELFAST","335,665"
"2015-02","-5.930305","54.598533","Donegall Place","VISO","LONDONDERRY","87,269"
"2015-02","-6.756031","54.496327","Bramble Wood","VECR","CRUMLIN","5,126"
"2015-02","-6.272901","54.884090","Dunclug Gardens","PUBO","BALLYMENA","30,265"
"2015-01","-5.907244","54.678489","Bleach Green Avenue","VISO","NEWTOWNABBEY","118,261"
"2015-02","-5.999768","54.564219","Brooke Park","ASBO","CASTLEDERG","2,936"
"2015-01","-7.308345","55.016523","Garden City","VECR","LONDONDERRY","87,269"
"2015-01","-6.011017","54.566912","Blacks Road","CDAR","BELFAST","335,665"
"2015-02","-5.812115","54.859573","Ferris Avenue","ASBO","LARNE","33,620"
"2015-01","-6.144101","54.416789","Weirs Row","ASBO","DROMORE","5,254"
"2015-02","-6.769193","54.504646","Market Square","ASBO","DUNGANNON","15,987"
"2015-01","-6.215194","54.620464","Main Street","VISO","BALLYMONEY","11,365"
"2015-02","-5.792834","54.728320","Chilton Road","ASBO","CARRICKFERGUS","28,653"
"2015-01","-5.667475","54.600849","Lawnbrook Drive","ASBO","NEWTOWNARDS","28,654"
"2015-01","-5.667482","54.660513","Castle Street","VISO","DONAGHADEE","6,926"
"2015-01","-6.674618","54.346352","Mullacreevie Park","ASBO","ARMAGH","175,621"
"2015-02","-5.939224","54.624768","Kansas Avenue Flats","OTTH","BELFAST","335,665"
"2015-01","-6.335962","54.177293","Upper Water Street","ASBO","NEWRY","27,234"
"2015-02","-5.852668","54.578796","Warren Grove","CDAR","BELFAST","335,665"
"2015-01","-5.654435","54.644851","Upritchard Crescent","ASBO","BANGOR","62,789"
"2015-01","-6.328174","54.462397","Stevenson Park","VISO","LONDONDERRY","87,269"
"2015-02","-6.302129","54.213902","Turmore Road","ASBO","NEWRY","27,234"
"2015-02","-6.658040","55.193994","Glendun Close","ASBO","PORTRUSH","6,621"
"2015-01","-6.278889","54.864986","George Street","ASBO","PORTADOWN","22,611"
"2015-01","-6.369134","54.443083","Clonmeen","ASBO","CRAIGAVON","17,213"
"2015-02","-6.683841","55.112062","Litchfield Park","VISO","COLERAINE","24,694"
"2015-01","-5.880540","54.588650","Orangefield Park","OTTH","ARMAGH","175,621"
"2015-02","-5.932232","54.623400","Ashfield Gardens","ASBO","BELFAST","335,665"
"2015-02","-5.835509","54.593774","Summerhill Park","ROBY","BELFAST","335,665"
"2015-01","-6.507096","55.071440","Knocklayde Park","DRUG","COLERAINE","24,694"
"2015-01","-5.697347","54.589866","South Street","PUBO","NEWTOWNARDS","28,654"
"2015-01","-5.980209","54.580166","Falls Road","ASBO","BELFAST","335,665"
"2015-01","-5.930568","54.611053","Ludlow Square","VISO","BELFAST","335,665"
"2015-02","-6.339119","54.175351","The Mall","ASBO","NEWRY","27,234"
"2015-01","-6.104159","54.699817","Castleton","OTTH","TEMPLEPATRICK","1,518"
"2015-01","-5.974854","54.550902","Old Coach Gardens","OTTH","BELFAST","335,665"
"2015-01","-5.945104","54.618705","Linden Gardens","OTCR","BELFAST","335,665"
"2015-02","-6.660962","54.345868","Navan Street","ASBO","ARMAGH","175,621"
"2015-01","-6.948169","55.043118","Roe Mill Gardens","ASBO","LIMAVADY","12,128"
"2015-02","-6.073801","54.509742","Tirowen Drive","VISO","LISBURN","121,654"
"2015-01","-7.301620","54.602116","Drumragh Avenue","ASBO","OMAGH","21,325"
"2015-02","-5.869110","54.604883","Clonaver Drive","ASBO","BELFAST","335,665"
"2015-02","-5.944349","54.585483","Dunluce Avenue","CDAR","PORTRUSH","6,621"
"2015-01","-5.815490","54.852760","Agnew Street","ASBO","LARNE","33,620"
"2015-01","-5.701757","54.595898","William Street Mews","ASBO","NEWTOWNARDS","28,654"
"2015-02","-5.706909","54.598674","Glenford Way","OTTH","NEWTOWNARDS","28,654"
"2015-01","-6.835640","54.508296","Old Caulfield Road","VISO","DUNGANNON","15,987"
"2015-02","-5.913227","54.603864","Queens Road","OTTH","BELFAST","335,665"
"2015-02","-6.976277","54.414763","Sydney Street","CDAR","AUGHNACLOY","1,021"
"2015-01","-7.082101","54.689801","Maryville","DRUG","OMAGH","21,325"
"2015-01","-7.009821","54.885723","Glenedra Road","ASBO","FEENY","697"
"2015-02","-5.701252","54.594424","Regent Street","VISO","NEWTOWNARDS","28,654"
"2015-02","-6.924595","55.044260","Danny Boy Place","ASBO","LIMAVADY","12,128"
"2015-02","-6.035095","54.560441","Glenkeen","ASBO","RANDALSTOWN","5,127"
"2015-01","-6.677798","54.576945","West Street Drive","VISO","STEWARTSTOWN","621"
"2015-01","-6.705430","54.539979","Sandy Row","CDAR","BELFAST","335,665"
"2015-02","-6.192257","54.509883","Willow Lodge","VISO","LISBURN","121,654"
"2015-01","-5.925725","54.588481","Vernon Street","PUBO","BELFAST","335,665"
"2015-02","-6.034019","54.508904","Sloan Street","ASBO","LISBURN","121,654"
"2015-02","-5.908753","54.399301","Woodridge","PUBO","BALLYNAHINCH","5,567"
"2015-01","-7.291785","54.586607","Dergmoney View","VECR","OMAGH","21,325"
"2015-02","-6.683369","55.127831","Kylemore Road","VISO","COLERAINE","24,694"
"2015-01","-6.066031","54.510139","Ballinderry Road","VISO","LISBURN","121,654"
"2015-02","-7.277857","55.000222","Canterbury Park","ASBO","LONDONDERRY","87,269"
"2015-01","-5.977698","54.622093","Glenbank Drive","CDAR","DUNMURRY",NA
"2015-02","-6.924440","55.148586","Seacoast Road","DRUG","LIMAVADY","12,128"
"2015-01","-6.346452","55.170807","Moyarget Road","ASBO","BALLYCASTLE","5,765"
"2015-02","-6.333953","54.460608","Alexandra Square","CDAR","LURGAN","28,568"
"2015-01","-7.592099","54.708959","William Street","SHOP","DONAGHADEE","6,926"
"2015-01","-6.659657","55.195889","Dhu Varren Park South","ASBO","PORTRUSH","6,621"
"2015-02","-5.953823","54.603245","Canmore Street","ASBO","BELFAST","335,665"
"2015-02","-7.308972","55.030009","Liscloon Drive","ASBO","LONDONDERRY","87,269"
"2015-02","-6.336541","54.193393","Shandon Park","CDAR","BALLYMONEY","11,365"
"2015-01","-6.231741","54.101402","Moygannon Court","VISO","WARRENPOINT","7,651"
"2015-01","-5.904125","54.569240","Wynchurch Road","BURG","BELFAST","335,665"
"2015-01","-7.272829","55.030248","Coneyburrow","VISO","",NA
"2015-01","-6.770090","54.508707","Quarry Lane","DRUG","DUNGANNON","15,987"
"2015-01","-5.957215","54.604731","Shankill Road","OTTH","BELFAST","335,665"
"2015-02","-6.148063","54.514721","Drumcill Road","VISO","LISBURN","121,654"
"2015-02","-6.456443","54.433683","Ballyoran Park","ASBO","PORTADOWN","22,611"
"2015-01","-6.467425","54.422727","Baltylum Meadows","BURG","PORTADOWN","22,611"
"2015-01","-6.071181","54.516196","Drumard Drive","ASBO","COLERAINE","24,694"
"2015-01","-7.664260","54.531728","Erne Drive","OTCR","ENNISKILLEN","13,826"
"2015-01","-5.931754","54.598036","Fountain Street","SHOP","STRABANE","17,695"
"2015-02","-5.919652","54.652646","Bawnmore Park","OTCR","NEWTOWNABBEY","118,261"
"2015-01","-5.940603","54.258383","Clarmont Avenue","ASBO","CASTLEWELLAN","2,421"
"2015-02","-6.683131","55.123633","Laurel Mount Road","VISO","COLERAINE","24,694"
"2015-01","-7.473778","54.829522","Lifford Road","CDAR","STRABANE","17,695"
"2015-02","-7.320197","55.007131","Rock Terrace","VECR","LONDONDERRY","87,269"
"2015-01","-5.938228","54.619962","Antrim Road","ASBO","TEMPLEPATRICK","1,518"
"2015-01","-6.649665","55.196488","Knox Park","ASBO","PORTRUSH","6,621"
"2015-02","-5.807705","54.714573","West Street","SHOP","BALLYCARRY","997"
"2015-01","-5.696729","54.646553","Ganaway Avenue","VISO",NA,NA
"2015-01","-7.301650","54.996965","Heron Way","VISO","LONDONDERRY","87,269"
"2015-02","-6.655962","55.126993","Lodge Park","OTTH","COLERAINE","24,694"
"2015-02","-6.761133","54.504725","Orpheus Drive","OTCR","DUNGANNON","15,987"
"2015-02","-5.938839","54.254058","Drumee Gardens","ASBO","CASTLEWELLAN","2,421"
"2015-02","-5.890159","54.550434","Rossdale Heights","DRUG","BELFAST","335,665"
"2015-01","-6.276779","54.335889","Bannview Mews","SHOP","BANBRIDGE","14,634"
"2015-02","-5.958303","54.595675","Hawthorn Street","ASBO","BELFAST","335,665"
"2015-02","-5.925203","54.602102","Victoria Street","ASBO","BALLYMONEY","11,365"
"2015-02","-6.247719","54.102795","Rossmara Park","VISO","WARRENPOINT","7,651"
"2015-01","-5.930851","54.601812","North Street","ASBO","BALLYCASTLE","5,765"
"2015-02","-7.608182","54.353436","Lackaboy View","PUBO","ENNISKILLEN","13,826"
"2015-02","-5.773567","54.730322","Copeland Road","CDAR","COMBER","9,256"
"2015-02","-7.296819","54.986382","Harberton Park","ASBO","BELFAST","335,665"
"2015-02","-6.676453","55.127433","Lambeth Way","ASBO","COLERAINE","24,694"
"2015-01","-5.886064","54.598495","Holywood Road","CDAR","BELFAST","335,665"
"2015-02","-7.361057","55.013640","Springtown Road","ASBO","KESH","981"
"2015-02","-5.932085","54.578994","Sandhurst Drive","ASBO","BELFAST","335,665"
"2015-02","-6.702989","54.254571","Crossmore Gardens","ASBO","KEADY","3,103"
"2015-02","-7.325817","55.012183","Pennyburn Industrial Estate","BURG","LONDONDERRY","87,269"
"2015-01","-6.977490","54.415546","Ravella Road","VISO","AUGHNACLOY","1,021"
"2015-02","-5.705590","54.578656","Blenheim Drive","VISO","NEWTOWNARDS","28,654"
"2015-01","-7.281825","54.609348","Knockshee Park","CDAR","OMAGH","21,325"
"2015-02","-5.872153","54.595493","Kerrsland Parade","ASBO","BELFAST","335,665"
"2015-01","-7.467733","54.828893","Railway Street","VISO","COMBER","9,256"
"2015-02","-5.940369","54.628157","Chichester Park North","OTTH","BELFAST","335,665"
"2015-01","-6.389303","54.451548","Lakelands","SHOP","CRAIGAVON","17,213"
"2015-01","-6.030962","54.558298","Woodside View","OTTH","DUNMURRY",NA
"2015-01","-7.637132","54.344103","Townhall Street","CDAR","NEWTOWNSTEWART","1,524"
"2015-01","-7.334946","54.998930","Oakfield Avenue","DRUG","LONDONDERRY","87,269"
"2015-01","-5.665177","54.665573","Holborn Lane","ASBO","BANGOR","62,789"
"2015-01","-6.213547","54.710608","The Cedars","VISO","BANGOR","62,789"
"2015-01","-6.340799","54.180442","Catherine Street","BURG","LIMAVADY","12,128"
"2015-02","-6.413720","54.215738","Divernagh Road","VECR","BESSBROOK","2,817"
"2015-02","-5.985436","54.619338","Forthriver Parade","VISO","BELFAST","335,665"
"2015-01","-5.939027","54.626220","Kenbella Parade","OTTH","BELFAST","335,665"
"2015-02","-6.743705","54.654441","Claggan Park","OTTH","COOKSTOWN","10,718"
"2015-01","-6.845272","54.646684","Magheraglass Road","BURG","COOKSTOWN","10,718"
"2015-01","-6.336652","54.170789","Kilmorey Street","DRUG","NEWRY","27,234"
"2015-02","-5.946576","54.615612","Harcourt Drive","BURG","BELFAST","335,665"
"2015-01","-5.873766","54.598999","Belmont Avenue","OTCR","BELFAST","335,665"
"2015-02","-5.699252","54.593389","Mill Street","ASBO","NEWTOWNSTEWART","1,524"
"2015-02","-6.268107","54.343563","Maryville Close","VISO","BANBRIDGE","14,634"
"2015-01","-6.679607","54.573596","Chambre Park","OTCR","STEWARTSTOWN","621"
"2015-01","-5.951150","54.700139","Carntall Road","VISO","BALLYCLARE","18,675"
"2015-02","-5.719220","54.320487","Cathedral View","VECR","DOWNPATRICK","11,012"
"2015-01","-6.302456","54.498004","Old Kilmore Road","BURG","MOIRA","4,321"
"2015-01","-6.043742","54.512557","Railway Street","VISO","COMBER","9,256"
"2015-02","-5.922608","54.585579","Hatfield Street","OTTH","BELFAST","335,665"
"2015-01","-6.375560","54.854755","Thornbrooke","VISO","AHOGHILL","3,501"
"2015-01","-6.556920","54.627770","Drumenny Road","VECR","COOKSTOWN","10,718"
"2015-01","-6.263996","54.879193","Dunfane Avenue","PUBO","BALLYMENA","30,265"
"2015-01","-5.815446","54.867108","Kirkpatrick Way","DRUG","LARNE","33,620"
"2015-01","-5.878508","54.600654","Belmont Road","POSW","BELFAST","335,665"
"2015-01","-6.464419","54.424010","Westland Road","OTCR","BALLYWALTER","2,123"
"2015-02","-5.927828","54.598562","Arthur Square","OTTH","BELFAST","335,665"
"2015-02","-5.713461","54.756302","Adelaide Avenue","CDAR","BELFAST","335,665"
"2015-01","-7.313038","55.021813","Grainan Drive","ASBO","LONDONDERRY","87,269"
"2015-02","-5.886409","54.600496","Parkgate Avenue","ASBO","BELFAST","335,665"
"2015-01","-5.928741","54.597032","Donegall Square East","VISO","BELFAST","335,665"
"2015-01","-6.718410","55.183019","The Promenade","ASBO","PORTSTEWART","7,825"
"2015-01","-5.956521","54.595735","Cavendish Square","ASBO","BELFAST","335,665"
"2015-02","-6.406210","54.433480","Lisnisky Lane","VISO","PORTADOWN","22,611"
"2015-02","-5.931955","54.603844","Union Street","CDAR","COLERAINE","24,694"
"2015-02","-6.279462","54.350788","Windyridge","CDAR","BANBRIDGE","14,634"
"2015-02","-5.931709","54.570532","Vauxhall Park","DRUG","BELFAST","335,665"
"2015-01","-7.641273","54.350602","Derrin Road","ASBO","ENNISKILLEN","13,826"
"2015-01","-6.277823","54.854567","Toome Road","ASBO","BALLYMENA","30,265"
"2015-02","-5.638176","54.640410","Chatsworth","VISO","BANGOR","62,789"
"2015-01","-6.614569","54.469094","Blackisland Road","VECR","PORTADOWN","22,611"
"2015-02","-6.347379","54.184063","Killeavey Road","BURG","NEWRY","27,234"
"2015-01","-5.874591","54.603650","Edgcumbe Gardens","OTTH","BELFAST","335,665"
"2015-01","-7.296961","54.982754","Dunseverick Park","BURG","LONDONDERRY","87,269"
"2015-01","-5.935482","54.617013","Atlantic Avenue","VISO","BELFAST","335,665"
"2015-01","-5.908767","54.316681","Dunturk Road","ASBO","CASTLEWELLAN","2,421"
"2015-02","-6.649939","54.346240","Friary Road","ASBO","BALLYMONEY","11,365"
"2015-02","-5.976491","54.577777","Kennedy Way Industrial Estate","OTTH",NA,NA
"2015-02","-5.996486","54.750043","Main Street","ASBO","BALLYMONEY","11,365"
"2015-01","-5.764765","54.664873","Beechlands Park","VISO","HOLYWOOD","12,657"
"2015-02","-5.904702","54.584210","Chesham Park","BURG","BELFAST","335,665"
"2015-01","-6.273283","54.871527","Devenagh Way","ASBO","BALLYMENA","30,265"
"2015-02","-7.009646","55.021653","Tartnakilly Road","ASBO","BALLYKELLY","1,836"
"2015-02","-5.960980","54.592890","Dairy Street","ASBO","BELFAST","335,665"
"2015-02","-6.610882","54.757598","Garden Terrace","OTCR","SION MILLS","2,064"
"2015-02","-6.750056","54.640375","Sullenboy Park","VISO","COOKSTOWN","10,718"
"2015-01","-6.681433","55.120480","Burnside Park","ASBO","BELFAST","335,665"
"2015-02","-7.303179","55.031360","Earhart Park","CDAR","LONDONDERRY","87,269"
"2015-01","-5.553491","54.325559","Ardglass Road","VISO","ARDGLASS","1,923"
"2015-02","-7.275759","54.835562","Green Road","OTTH","ARTICLAVE","804"
"2015-02","-7.312417","55.025196","Fortwilliam Terrace","DRUG","LONDONDERRY","87,269"
"2015-01","-5.992655","54.588460","Monagh Road","ASBO","BELFAST","335,665"
